This dataset was obtained through the ICEH retriever, a data platform developed by the International Center for Equity in Health (https://www.equidade.org/retriever)
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,bfcur6_11,Percentage of children who are currently breastfeeding,Age 6-11 months,woman's education,primary,69.8,4.9,109
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,bfcur6_11,Percentage of children who are currently breastfeeding,Age 6-11 months,woman's education,secondary+,SS,SS,13
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,bfcur6_11,Percentage of children who are currently breastfeeding,Age 6-11 months,woman's education (4 groups),none,82.6,1.8,530
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,bfcur6_11,Percentage of children who are currently breastfeeding,Age 6-11 months,woman's education (4 groups),primary,69.8,4.9,109
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,bfcur6_11,Percentage of children who are currently breastfeeding,Age 6-11 months,woman's education (4 groups),secondary,SS,SS,13
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,bfcur6_11,Percentage of children who are currently breastfeeding,Age 6-11 months,woman's education (4 groups),higher,SS,SS,0
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,cci,Composite coverage index,,area,urban,NA,NA,NA
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,cci,Composite coverage index,,area,rural,NA,NA,NA
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,cci,Composite coverage index,,national,all,NA,NA,NA
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,cci,Composite coverage index,,subnational unit,Somaliland,NA,NA,NA
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,cci,Composite coverage index,,subnational unit,Puntland,NA,NA,NA
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,cci,Composite coverage index,,subnational unit,South Central,NA,NA,NA
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,cci,Composite coverage index,,wealth deciles,D01,NA,NA,NA
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,cci,Composite coverage index,,wealth deciles,D02,NA,NA,NA
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,cci,Composite coverage index,,wealth deciles,D03,NA,NA,NA
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,cci,Composite coverage index,,wealth deciles,D04,NA,NA,NA
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,cci,Composite coverage index,,wealth deciles,D05,NA,NA,NA
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,cci,Composite coverage index,,wealth deciles,D06,NA,NA,NA
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,cci,Composite coverage index,,wealth deciles,D07,NA,NA,NA
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,cci,Composite coverage index,,wealth deciles,D08,NA,NA,NA
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,cci,Composite coverage index,,wealth deciles,D09,NA,NA,NA
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,cci,Composite coverage index,,wealth deciles,D10,NA,NA,NA
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,cci,Composite coverage index,,wealth quintiles,Q1,NA,NA,NA
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,cci,Composite coverage index,,wealth quintiles,Q2,NA,NA,NA
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,cci,Composite coverage index,,wealth quintiles,Q3,NA,NA,NA
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,cci,Composite coverage index,,wealth quintiles,Q4,NA,NA,NA
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,cci,Composite coverage index,,wealth quintiles,Q5,NA,NA,NA
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,cci,Composite coverage index,,woman's education,none,NA,NA,NA
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,cci,Composite coverage index,,woman's education,primary,NA,NA,NA
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,cci,Composite coverage index,,woman's education,secondary+,NA,NA,NA
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,cci,Composite coverage index,,woman's education (4 groups),none,NA,NA,NA
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,cci,Composite coverage index,,woman's education (4 groups),primary,NA,NA,NA
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,cci,Composite coverage index,,woman's education (4 groups),secondary,NA,NA,NA
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,cci,Composite coverage index,,woman's education (4 groups),higher,NA,NA,NA
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,csection2,Percentage of children delivered by caesarean section ,Last-birth in the last 2 years ,area,urban,2.7,0.6,868
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,csection2,Percentage of children delivered by caesarean section ,Last-birth in the last 2 years ,area,rural,1.5,0.3,1458
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,csection2,Percentage of children delivered by caesarean section ,Last-birth in the last 2 years ,national,all,2.0,0.3,2326
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,csection2,Percentage of children delivered by caesarean section ,Last-birth in the last 2 years ,subnational unit,Somaliland,2.5,0.8,432
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,csection2,Percentage of children delivered by caesarean section ,Last-birth in the last 2 years ,subnational unit,Puntland,1.8,0.5,584
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,csection2,Percentage of children delivered by caesarean section ,Last-birth in the last 2 years ,subnational unit,South Central,1.8,0.4,1310
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,csection2,Percentage of children delivered by caesarean section ,Last-birth in the last 2 years ,wealth deciles,D01,1.3,0.9,174
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,csection2,Percentage of children delivered by caesarean section ,Last-birth in the last 2 years ,wealth deciles,D02,1.7,1.0,217
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,csection2,Percentage of children delivered by caesarean section ,Last-birth in the last 2 years ,wealth deciles,D03,1.9,1.0,231
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,csection2,Percentage of children delivered by caesarean section ,Last-birth in the last 2 years ,wealth deciles,D04,1.0,0.7,225
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,csection2,Percentage of children delivered by caesarean section ,Last-birth in the last 2 years ,wealth deciles,D05,0.5,0.4,231
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,csection2,Percentage of children delivered by caesarean section ,Last-birth in the last 2 years ,wealth deciles,D06,0.7,0.5,250
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,csection2,Percentage of children delivered by caesarean section ,Last-birth in the last 2 years ,wealth deciles,D07,2.0,0.8,281
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,csection2,Percentage of children delivered by caesarean section ,Last-birth in the last 2 years ,wealth deciles,D08,2.4,1.0,271
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,csection2,Percentage of children delivered by caesarean section ,Last-birth in the last 2 years ,wealth deciles,D09,2.9,1.1,243
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,csection2,Percentage of children delivered by caesarean section ,Last-birth in the last 2 years ,wealth deciles,D10,5.9,1.9,203
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,csection2,Percentage of children delivered by caesarean section ,Last-birth in the last 2 years ,wealth quintiles,Q1,1.5,0.6,391
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,csection2,Percentage of children delivered by caesarean section ,Last-birth in the last 2 years ,wealth quintiles,Q2,1.5,0.6,456
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,csection2,Percentage of children delivered by caesarean section ,Last-birth in the last 2 years ,wealth quintiles,Q3,0.6,0.3,481
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,csection2,Percentage of children delivered by caesarean section ,Last-birth in the last 2 years ,wealth quintiles,Q4,2.2,0.6,552
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,csection2,Percentage of children delivered by caesarean section ,Last-birth in the last 2 years ,wealth quintiles,Q5,4.2,1.1,446
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,csection2,Percentage of children delivered by caesarean section ,Last-birth in the last 2 years ,woman's education,none,1.7,0.3,1868
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,csection2,Percentage of children delivered by caesarean section ,Last-birth in the last 2 years ,woman's education,primary,3.4,1.1,345
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,csection2,Percentage of children delivered by caesarean section ,Last-birth in the last 2 years ,woman's education,secondary+,4.2,2.6,69
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,csection2,Percentage of children delivered by caesarean section ,Last-birth in the last 2 years ,woman's education (4 groups),none,1.7,0.3,1868
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,csection2,Percentage of children delivered by caesarean section ,Last-birth in the last 2 years ,woman's education (4 groups),primary,3.4,1.1,345
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,csection2,Percentage of children delivered by caesarean section ,Last-birth in the last 2 years ,woman's education (4 groups),secondary,4.6,2.8,63
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,csection2,Percentage of children delivered by caesarean section ,Last-birth in the last 2 years ,woman's education (4 groups),higher,SS,SS,6
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,nmr,Neonatal mortality rate,,area,urban,38.6,404.7,NA
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,nmr,Neonatal mortality rate,,area,rural,35.4,281.4,NA
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,nmr,Neonatal mortality rate,,national,all,36.6,185.8,NA
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,nmr,Neonatal mortality rate,,sex,male,39.2,268.7,NA
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,nmr,Neonatal mortality rate,,sex,female,33.3,246.2,NA
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,nmr,Neonatal mortality rate,,subnational unit,Somaliland,31.5,414.3,NA
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,nmr,Neonatal mortality rate,,subnational unit,Puntland,30.7,360.8,NA
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,nmr,Neonatal mortality rate,,subnational unit,South Central,39.1,306.4,NA
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,nmr,Neonatal mortality rate,,wealth deciles,D01,25.3,472.7,NA
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,nmr,Neonatal mortality rate,,wealth deciles,D02,35.9,563.8,NA
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,nmr,Neonatal mortality rate,,wealth deciles,D03,36.4,555.0,NA
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,nmr,Neonatal mortality rate,,wealth deciles,D04,38.2,545.0,NA
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,nmr,Neonatal mortality rate,,wealth deciles,D05,37.4,584.0,NA
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,nmr,Neonatal mortality rate,,wealth deciles,D06,43.2,527.8,NA
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,nmr,Neonatal mortality rate,,wealth deciles,D07,37.1,542.1,NA
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,nmr,Neonatal mortality rate,,wealth deciles,D08,41.0,558.3,NA
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,nmr,Neonatal mortality rate,,wealth deciles,D09,30.2,433.5,NA
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,nmr,Neonatal mortality rate,,wealth deciles,D10,42.8,622.9,NA
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,nmr,Neonatal mortality rate,,wealth quintiles,Q1,30.5,368.5,NA
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,nmr,Neonatal mortality rate,,wealth quintiles,Q2,37.2,401.3,NA
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,nmr,Neonatal mortality rate,,wealth quintiles,Q3,40.2,396.5,NA
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,nmr,Neonatal mortality rate,,wealth quintiles,Q4,39.0,430.5,NA
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,nmr,Neonatal mortality rate,,wealth quintiles,Q5,35.7,350.8,NA
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,nmr,Neonatal mortality rate,,woman's age (at birth),15-17 yrs,55.6,799.0,NA
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,nmr,Neonatal mortality rate,,woman's age (at birth),15-19 yrs,0.0,0.5,NA
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,nmr,Neonatal mortality rate,,woman's age (at birth),18-19 yrs,34.9,584.2,NA
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,nmr,Neonatal mortality rate,,woman's age (at birth),20-34 yrs,0.0,0.2,NA
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,nmr,Neonatal mortality rate,,woman's age (at birth),20-49 yrs,35.1,209.3,NA
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,nmr,Neonatal mortality rate,,woman's age (at birth),35-49 yrs,0.0,0.5,NA
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,nmr,Neonatal mortality rate,,woman's education,none,35.0,232.7,NA
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,nmr,Neonatal mortality rate,,woman's education,primary,41.4,602.7,NA
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,nmr,Neonatal mortality rate,,woman's education,secondary+,55.1,1,316.4,NA
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,nmr,Neonatal mortality rate,,woman's education (4 groups),none,35.0,232.7,NA
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,nmr,Neonatal mortality rate,,woman's education (4 groups),primary,41.4,602.7,NA
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,nmr,Neonatal mortality rate,,woman's education (4 groups),secondary,50.3,1,237.0,NA
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,nmr,Neonatal mortality rate,,woman's education (4 groups),higher,SS,SS,NA
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,sba2,Percentage of children delivered by a skilled birth attendant,Last-birth in the last 2 years,area,urban,65.0,3.2,868
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,sba2,Percentage of children delivered by a skilled birth attendant,Last-birth in the last 2 years,area,rural,14.5,1.2,1458
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,sba2,Percentage of children delivered by a skilled birth attendant,Last-birth in the last 2 years,national,all,33.0,2.2,2326
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,sba2,Percentage of children delivered by a skilled birth attendant,Last-birth in the last 2 years,subnational unit,Somaliland,41.3,5.3,432
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,sba2,Percentage of children delivered by a skilled birth attendant,Last-birth in the last 2 years,subnational unit,Puntland,36.8,3.2,584
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,sba2,Percentage of children delivered by a skilled birth attendant,Last-birth in the last 2 years,subnational unit,South Central,29.7,2.7,1310
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,sba2,Percentage of children delivered by a skilled birth attendant,Last-birth in the last 2 years,wealth deciles,D01,10.9,2.4,174
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,sba2,Percentage of children delivered by a skilled birth attendant,Last-birth in the last 2 years,wealth deciles,D02,10.4,2.0,217
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,sba2,Percentage of children delivered by a skilled birth attendant,Last-birth in the last 2 years,wealth deciles,D03,15.5,2.5,231
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,sba2,Percentage of children delivered by a skilled birth attendant,Last-birth in the last 2 years,wealth deciles,D04,13.1,2.4,225
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,sba2,Percentage of children delivered by a skilled birth attendant,Last-birth in the last 2 years,wealth deciles,D05,14.8,2.7,231
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,sba2,Percentage of children delivered by a skilled birth attendant,Last-birth in the last 2 years,wealth deciles,D06,24.5,3.8,250
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,sba2,Percentage of children delivered by a skilled birth attendant,Last-birth in the last 2 years,wealth deciles,D07,38.4,3.8,281
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,sba2,Percentage of children delivered by a skilled birth attendant,Last-birth in the last 2 years,wealth deciles,D08,52.2,4.3,271
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,sba2,Percentage of children delivered by a skilled birth attendant,Last-birth in the last 2 years,wealth deciles,D09,73.6,3.3,243
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,sba2,Percentage of children delivered by a skilled birth attendant,Last-birth in the last 2 years,wealth deciles,D10,80.7,3.8,203
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,sba2,Percentage of children delivered by a skilled birth attendant,Last-birth in the last 2 years,wealth quintiles,Q1,10.6,1.6,391
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,sba2,Percentage of children delivered by a skilled birth attendant,Last-birth in the last 2 years,wealth quintiles,Q2,14.3,1.8,456
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,sba2,Percentage of children delivered by a skilled birth attendant,Last-birth in the last 2 years,wealth quintiles,Q3,19.6,2.6,481
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,sba2,Percentage of children delivered by a skilled birth attendant,Last-birth in the last 2 years,wealth quintiles,Q4,45.1,3.4,552
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,sba2,Percentage of children delivered by a skilled birth attendant,Last-birth in the last 2 years,wealth quintiles,Q5,76.8,2.9,446
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,sba2,Percentage of children delivered by a skilled birth attendant,Last-birth in the last 2 years,woman's education,none,27.1,2.0,1868
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,sba2,Percentage of children delivered by a skilled birth attendant,Last-birth in the last 2 years,woman's education,primary,59.3,3.5,345
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,sba2,Percentage of children delivered by a skilled birth attendant,Last-birth in the last 2 years,woman's education,secondary+,72.6,6.4,69
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,sba2,Percentage of children delivered by a skilled birth attendant,Last-birth in the last 2 years,woman's education (4 groups),none,27.1,2.0,1868
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,sba2,Percentage of children delivered by a skilled birth attendant,Last-birth in the last 2 years,woman's education (4 groups),primary,59.3,3.5,345
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,sba2,Percentage of children delivered by a skilled birth attendant,Last-birth in the last 2 years,woman's education (4 groups),secondary,71.3,6.7,63
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,sba2,Percentage of children delivered by a skilled birth attendant,Last-birth in the last 2 years,woman's education (4 groups),higher,SS,SS,6
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,stunt5,Percentage of children who are stunted,Live births in the last 5 years,area,urban,32.4,1.8,2091
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,stunt5,Percentage of children who are stunted,Live births in the last 5 years,area,rural,47.7,1.7,3518
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,stunt5,Percentage of children who are stunted,Live births in the last 5 years,national,all,42.1,1.4,5609
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,stunt5,Percentage of children who are stunted,Live births in the last 5 years,sex,male,42.8,1.5,2893
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,stunt5,Percentage of children who are stunted,Live births in the last 5 years,sex,female,41.4,1.5,2716
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,stunt5,Percentage of children who are stunted,Live births in the last 5 years,subnational unit,Somaliland,23.7,1.8,951
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,stunt5,Percentage of children who are stunted,Live births in the last 5 years,subnational unit,Puntland,27.8,1.4,1237
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,stunt5,Percentage of children who are stunted,Live births in the last 5 years,subnational unit,South Central,48.5,1.6,3421
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,stunt5,Percentage of children who are stunted,Live births in the last 5 years,wealth deciles,D01,53.2,3.2,511
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,stunt5,Percentage of children who are stunted,Live births in the last 5 years,wealth deciles,D02,50.5,2.6,514
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,stunt5,Percentage of children who are stunted,Live births in the last 5 years,wealth deciles,D03,55.1,3.0,565
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,stunt5,Percentage of children who are stunted,Live births in the last 5 years,wealth deciles,D04,48.8,2.8,538
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,stunt5,Percentage of children who are stunted,Live births in the last 5 years,wealth deciles,D05,48.9,2.6,555
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,stunt5,Percentage of children who are stunted,Live births in the last 5 years,wealth deciles,D06,45.5,2.5,581
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,stunt5,Percentage of children who are stunted,Live births in the last 5 years,wealth deciles,D07,34.1,3.0,637
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,stunt5,Percentage of children who are stunted,Live births in the last 5 years,wealth deciles,D08,31.4,2.1,608
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,stunt5,Percentage of children who are stunted,Live births in the last 5 years,wealth deciles,D09,28.1,2.9,618
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,stunt5,Percentage of children who are stunted,Live births in the last 5 years,wealth deciles,D10,22.4,2.7,482
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,stunt5,Percentage of children who are stunted,Live births in the last 5 years,wealth quintiles,Q1,51.9,2.2,1025
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,stunt5,Percentage of children who are stunted,Live births in the last 5 years,wealth quintiles,Q2,52.1,2.4,1103
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,stunt5,Percentage of children who are stunted,Live births in the last 5 years,wealth quintiles,Q3,47.2,2.1,1136
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,stunt5,Percentage of children who are stunted,Live births in the last 5 years,wealth quintiles,Q4,32.8,1.9,1245
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,stunt5,Percentage of children who are stunted,Live births in the last 5 years,wealth quintiles,Q5,25.7,2.2,1100
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,stunt5,Percentage of children who are stunted,Live births in the last 5 years,woman's education,none,44.5,1.5,4596
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,stunt5,Percentage of children who are stunted,Live births in the last 5 years,woman's education,primary,30.6,2.1,815
