This dataset was obtained through the ICEH retriever, a data platform developed by the International Center for Equity in Health (https://www.equidade.org/retriever)
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,stunt5,Percentage of children who are stunted,Live births in the last 5 years,woman's education,secondary+,27.3,4.8,180
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,stunt5,Percentage of children who are stunted,Live births in the last 5 years,woman's education (4 groups),none,44.5,1.5,4596
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,stunt5,Percentage of children who are stunted,Live births in the last 5 years,woman's education (4 groups),primary,30.6,2.1,815
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,stunt5,Percentage of children who are stunted,Live births in the last 5 years,woman's education (4 groups),secondary,27.4,5.0,166
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,stunt5,Percentage of children who are stunted,Live births in the last 5 years,woman's education (4 groups),higher,SS,SS,14
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,vdpt,Percentage of children who received 3 doses of DPT-containing vaccine ,Children aged 12-23m or 15-26m or 18-29m depending on measles country's vaccination calendar,area,urban,26.1,3.6,421
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,vdpt,Percentage of children who received 3 doses of DPT-containing vaccine ,Children aged 12-23m or 15-26m or 18-29m depending on measles country's vaccination calendar,area,rural,6.8,1.3,675
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,vdpt,Percentage of children who received 3 doses of DPT-containing vaccine ,Children aged 12-23m or 15-26m or 18-29m depending on measles country's vaccination calendar,national,all,14.1,1.8,1096
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,vdpt,Percentage of children who received 3 doses of DPT-containing vaccine ,Children aged 12-23m or 15-26m or 18-29m depending on measles country's vaccination calendar,sex,male,15.7,2.3,587
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,vdpt,Percentage of children who received 3 doses of DPT-containing vaccine ,Children aged 12-23m or 15-26m or 18-29m depending on measles country's vaccination calendar,sex,female,12.2,1.8,509
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,vdpt,Percentage of children who received 3 doses of DPT-containing vaccine ,Children aged 12-23m or 15-26m or 18-29m depending on measles country's vaccination calendar,subnational unit,Somaliland,4.7,1.3,243
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,vdpt,Percentage of children who received 3 doses of DPT-containing vaccine ,Children aged 12-23m or 15-26m or 18-29m depending on measles country's vaccination calendar,subnational unit,Puntland,6.4,2.0,265
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,vdpt,Percentage of children who received 3 doses of DPT-containing vaccine ,Children aged 12-23m or 15-26m or 18-29m depending on measles country's vaccination calendar,subnational unit,South Central,18.7,2.5,588
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,vdpt,Percentage of children who received 3 doses of DPT-containing vaccine ,Children aged 12-23m or 15-26m or 18-29m depending on measles country's vaccination calendar,wealth deciles,D01,4.8,2.6,91
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,vdpt,Percentage of children who received 3 doses of DPT-containing vaccine ,Children aged 12-23m or 15-26m or 18-29m depending on measles country's vaccination calendar,wealth deciles,D02,6.0,3.0,93
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,vdpt,Percentage of children who received 3 doses of DPT-containing vaccine ,Children aged 12-23m or 15-26m or 18-29m depending on measles country's vaccination calendar,wealth deciles,D03,4.1,1.8,124
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,vdpt,Percentage of children who received 3 doses of DPT-containing vaccine ,Children aged 12-23m or 15-26m or 18-29m depending on measles country's vaccination calendar,wealth deciles,D04,10.3,4.2,85
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,vdpt,Percentage of children who received 3 doses of DPT-containing vaccine ,Children aged 12-23m or 15-26m or 18-29m depending on measles country's vaccination calendar,wealth deciles,D05,14.4,4.0,103
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,vdpt,Percentage of children who received 3 doses of DPT-containing vaccine ,Children aged 12-23m or 15-26m or 18-29m depending on measles country's vaccination calendar,wealth deciles,D06,14.3,4.4,112
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,vdpt,Percentage of children who received 3 doses of DPT-containing vaccine ,Children aged 12-23m or 15-26m or 18-29m depending on measles country's vaccination calendar,wealth deciles,D07,13.3,3.4,136
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,vdpt,Percentage of children who received 3 doses of DPT-containing vaccine ,Children aged 12-23m or 15-26m or 18-29m depending on measles country's vaccination calendar,wealth deciles,D08,15.8,3.7,118
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,vdpt,Percentage of children who received 3 doses of DPT-containing vaccine ,Children aged 12-23m or 15-26m or 18-29m depending on measles country's vaccination calendar,wealth deciles,D09,32.2,5.4,117
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,vdpt,Percentage of children who received 3 doses of DPT-containing vaccine ,Children aged 12-23m or 15-26m or 18-29m depending on measles country's vaccination calendar,wealth deciles,D10,24.9,5.1,117
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,vdpt,Percentage of children who received 3 doses of DPT-containing vaccine ,Children aged 12-23m or 15-26m or 18-29m depending on measles country's vaccination calendar,wealth quintiles,Q1,5.4,2.5,184
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,vdpt,Percentage of children who received 3 doses of DPT-containing vaccine ,Children aged 12-23m or 15-26m or 18-29m depending on measles country's vaccination calendar,wealth quintiles,Q2,6.5,2.1,209
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,vdpt,Percentage of children who received 3 doses of DPT-containing vaccine ,Children aged 12-23m or 15-26m or 18-29m depending on measles country's vaccination calendar,wealth quintiles,Q3,14.3,3.4,215
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,vdpt,Percentage of children who received 3 doses of DPT-containing vaccine ,Children aged 12-23m or 15-26m or 18-29m depending on measles country's vaccination calendar,wealth quintiles,Q4,14.5,3.0,254
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,vdpt,Percentage of children who received 3 doses of DPT-containing vaccine ,Children aged 12-23m or 15-26m or 18-29m depending on measles country's vaccination calendar,wealth quintiles,Q5,28.6,4.5,234
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,vdpt,Percentage of children who received 3 doses of DPT-containing vaccine ,Children aged 12-23m or 15-26m or 18-29m depending on measles country's vaccination calendar,woman's education,none,12.6,1.9,868
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,vdpt,Percentage of children who received 3 doses of DPT-containing vaccine ,Children aged 12-23m or 15-26m or 18-29m depending on measles country's vaccination calendar,woman's education,primary,19.1,4.2,182
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,vdpt,Percentage of children who received 3 doses of DPT-containing vaccine ,Children aged 12-23m or 15-26m or 18-29m depending on measles country's vaccination calendar,woman's education,secondary+,24.4,7.5,43
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,vdpt,Percentage of children who received 3 doses of DPT-containing vaccine ,Children aged 12-23m or 15-26m or 18-29m depending on measles country's vaccination calendar,woman's education (4 groups),none,12.6,1.9,868
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,vdpt,Percentage of children who received 3 doses of DPT-containing vaccine ,Children aged 12-23m or 15-26m or 18-29m depending on measles country's vaccination calendar,woman's education (4 groups),primary,19.1,4.2,182
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,vdpt,Percentage of children who received 3 doses of DPT-containing vaccine ,Children aged 12-23m or 15-26m or 18-29m depending on measles country's vaccination calendar,woman's education (4 groups),secondary,21.9,7.4,37
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,vdpt,Percentage of children who received 3 doses of DPT-containing vaccine ,Children aged 12-23m or 15-26m or 18-29m depending on measles country's vaccination calendar,woman's education (4 groups),higher,SS,SS,6
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,vdpt24_35,Percentage of children who received 3 doses of DPT-containing vaccine ,Children aged 24-35 months,area,urban,29.1,3.1,451
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,vdpt24_35,Percentage of children who received 3 doses of DPT-containing vaccine ,Children aged 24-35 months,area,rural,9.3,1.9,792
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,vdpt24_35,Percentage of children who received 3 doses of DPT-containing vaccine ,Children aged 24-35 months,national,all,16.3,1.8,1243
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,vdpt24_35,Percentage of children who received 3 doses of DPT-containing vaccine ,Children aged 24-35 months,sex,male,15.5,2.0,646
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,vdpt24_35,Percentage of children who received 3 doses of DPT-containing vaccine ,Children aged 24-35 months,sex,female,17.1,2.5,597
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,vdpt24_35,Percentage of children who received 3 doses of DPT-containing vaccine ,Children aged 24-35 months,subnational unit,Somaliland,12.4,2.7,185
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,vdpt24_35,Percentage of children who received 3 doses of DPT-containing vaccine ,Children aged 24-35 months,subnational unit,Puntland,6.6,1.7,259
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,vdpt24_35,Percentage of children who received 3 doses of DPT-containing vaccine ,Children aged 24-35 months,subnational unit,South Central,18.3,2.3,799
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,vdpt24_35,Percentage of children who received 3 doses of DPT-containing vaccine ,Children aged 24-35 months,wealth deciles,D01,9.4,3.7,112
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,vdpt24_35,Percentage of children who received 3 doses of DPT-containing vaccine ,Children aged 24-35 months,wealth deciles,D02,9.5,2.9,124
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,vdpt24_35,Percentage of children who received 3 doses of DPT-containing vaccine ,Children aged 24-35 months,wealth deciles,D03,5.7,2.1,117
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,vdpt24_35,Percentage of children who received 3 doses of DPT-containing vaccine ,Children aged 24-35 months,wealth deciles,D04,7.0,3.0,139
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,vdpt24_35,Percentage of children who received 3 doses of DPT-containing vaccine ,Children aged 24-35 months,wealth deciles,D05,16.5,4.2,143
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,vdpt24_35,Percentage of children who received 3 doses of DPT-containing vaccine ,Children aged 24-35 months,wealth deciles,D06,15.8,4.2,127
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,vdpt24_35,Percentage of children who received 3 doses of DPT-containing vaccine ,Children aged 24-35 months,wealth deciles,D07,14.1,3.5,125
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,vdpt24_35,Percentage of children who received 3 doses of DPT-containing vaccine ,Children aged 24-35 months,wealth deciles,D08,25.6,4.2,122
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,vdpt24_35,Percentage of children who received 3 doses of DPT-containing vaccine ,Children aged 24-35 months,wealth deciles,D09,34.1,5.2,134
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,vdpt24_35,Percentage of children who received 3 doses of DPT-containing vaccine ,Children aged 24-35 months,wealth deciles,D10,29.4,5.5,100
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,vdpt24_35,Percentage of children who received 3 doses of DPT-containing vaccine ,Children aged 24-35 months,wealth quintiles,Q1,9.5,2.9,236
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,vdpt24_35,Percentage of children who received 3 doses of DPT-containing vaccine ,Children aged 24-35 months,wealth quintiles,Q2,6.4,2.1,256
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,vdpt24_35,Percentage of children who received 3 doses of DPT-containing vaccine ,Children aged 24-35 months,wealth quintiles,Q3,16.2,3.3,270
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,vdpt24_35,Percentage of children who received 3 doses of DPT-containing vaccine ,Children aged 24-35 months,wealth quintiles,Q4,19.8,3.1,247
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,vdpt24_35,Percentage of children who received 3 doses of DPT-containing vaccine ,Children aged 24-35 months,wealth quintiles,Q5,32.2,4.0,234
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,vdpt24_35,Percentage of children who received 3 doses of DPT-containing vaccine ,Children aged 24-35 months,woman's education,none,14.3,1.8,1019
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,vdpt24_35,Percentage of children who received 3 doses of DPT-containing vaccine ,Children aged 24-35 months,woman's education,primary,25.5,4.2,177
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,vdpt24_35,Percentage of children who received 3 doses of DPT-containing vaccine ,Children aged 24-35 months,woman's education,secondary+,30.3,6.8,44
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,vdpt24_35,Percentage of children who received 3 doses of DPT-containing vaccine ,Children aged 24-35 months,woman's education (4 groups),none,14.3,1.8,1019
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,vdpt24_35,Percentage of children who received 3 doses of DPT-containing vaccine ,Children aged 24-35 months,woman's education (4 groups),primary,25.5,4.2,177
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,vdpt24_35,Percentage of children who received 3 doses of DPT-containing vaccine ,Children aged 24-35 months,woman's education (4 groups),secondary,31.2,7.0,42
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,vdpt24_35,Percentage of children who received 3 doses of DPT-containing vaccine ,Children aged 24-35 months,woman's education (4 groups),higher,SS,SS,2
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,vfull,Percentage of children fully vaccinated with the four basic vaccines,Children aged 12-23m or 15-26m or 18-29m depending on measles country's vaccination calendar,area,urban,21.5,3.4,421
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,vfull,Percentage of children fully vaccinated with the four basic vaccines,Children aged 12-23m or 15-26m or 18-29m depending on measles country's vaccination calendar,area,rural,5.6,1.2,675
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,vfull,Percentage of children fully vaccinated with the four basic vaccines,Children aged 12-23m or 15-26m or 18-29m depending on measles country's vaccination calendar,national,all,11.6,1.6,1096
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,vfull,Percentage of children fully vaccinated with the four basic vaccines,Children aged 12-23m or 15-26m or 18-29m depending on measles country's vaccination calendar,sex,male,13.8,2.2,587
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,vfull,Percentage of children fully vaccinated with the four basic vaccines,Children aged 12-23m or 15-26m or 18-29m depending on measles country's vaccination calendar,sex,female,9.2,1.6,509
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,vfull,Percentage of children fully vaccinated with the four basic vaccines,Children aged 12-23m or 15-26m or 18-29m depending on measles country's vaccination calendar,subnational unit,Somaliland,3.3,1.1,243
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,vfull,Percentage of children fully vaccinated with the four basic vaccines,Children aged 12-23m or 15-26m or 18-29m depending on measles country's vaccination calendar,subnational unit,Puntland,5.1,1.6,265
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,vfull,Percentage of children fully vaccinated with the four basic vaccines,Children aged 12-23m or 15-26m or 18-29m depending on measles country's vaccination calendar,subnational unit,South Central,15.7,2.3,588
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,vfull,Percentage of children fully vaccinated with the four basic vaccines,Children aged 12-23m or 15-26m or 18-29m depending on measles country's vaccination calendar,wealth deciles,D01,4.8,2.6,91
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,vfull,Percentage of children fully vaccinated with the four basic vaccines,Children aged 12-23m or 15-26m or 18-29m depending on measles country's vaccination calendar,wealth deciles,D02,6.0,3.0,93
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,vfull,Percentage of children fully vaccinated with the four basic vaccines,Children aged 12-23m or 15-26m or 18-29m depending on measles country's vaccination calendar,wealth deciles,D03,3.2,1.6,124
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,vfull,Percentage of children fully vaccinated with the four basic vaccines,Children aged 12-23m or 15-26m or 18-29m depending on measles country's vaccination calendar,wealth deciles,D04,6.5,2.9,85
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,vfull,Percentage of children fully vaccinated with the four basic vaccines,Children aged 12-23m or 15-26m or 18-29m depending on measles country's vaccination calendar,wealth deciles,D05,11.4,3.7,103
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,vfull,Percentage of children fully vaccinated with the four basic vaccines,Children aged 12-23m or 15-26m or 18-29m depending on measles country's vaccination calendar,wealth deciles,D06,14.3,4.4,112
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,vfull,Percentage of children fully vaccinated with the four basic vaccines,Children aged 12-23m or 15-26m or 18-29m depending on measles country's vaccination calendar,wealth deciles,D07,11.3,3.3,136
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,vfull,Percentage of children fully vaccinated with the four basic vaccines,Children aged 12-23m or 15-26m or 18-29m depending on measles country's vaccination calendar,wealth deciles,D08,14.7,3.6,118
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,vfull,Percentage of children fully vaccinated with the four basic vaccines,Children aged 12-23m or 15-26m or 18-29m depending on measles country's vaccination calendar,wealth deciles,D09,24.9,5.2,117
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,vfull,Percentage of children fully vaccinated with the four basic vaccines,Children aged 12-23m or 15-26m or 18-29m depending on measles country's vaccination calendar,wealth deciles,D10,18.3,4.5,117
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,vfull,Percentage of children fully vaccinated with the four basic vaccines,Children aged 12-23m or 15-26m or 18-29m depending on measles country's vaccination calendar,wealth quintiles,Q1,5.4,2.5,184
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,vfull,Percentage of children fully vaccinated with the four basic vaccines,Children aged 12-23m or 15-26m or 18-29m depending on measles country's vaccination calendar,wealth quintiles,Q2,4.5,1.7,209
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,vfull,Percentage of children fully vaccinated with the four basic vaccines,Children aged 12-23m or 15-26m or 18-29m depending on measles country's vaccination calendar,wealth quintiles,Q3,12.9,3.3,215
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,vfull,Percentage of children fully vaccinated with the four basic vaccines,Children aged 12-23m or 15-26m or 18-29m depending on measles country's vaccination calendar,wealth quintiles,Q4,12.9,2.9,254
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,vfull,Percentage of children fully vaccinated with the four basic vaccines,Children aged 12-23m or 15-26m or 18-29m depending on measles country's vaccination calendar,wealth quintiles,Q5,21.7,4.0,234
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,vfull,Percentage of children fully vaccinated with the four basic vaccines,Children aged 12-23m or 15-26m or 18-29m depending on measles country's vaccination calendar,woman's education,none,10.6,1.7,868
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,vfull,Percentage of children fully vaccinated with the four basic vaccines,Children aged 12-23m or 15-26m or 18-29m depending on measles country's vaccination calendar,woman's education,primary,15.0,4.1,182
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,vfull,Percentage of children fully vaccinated with the four basic vaccines,Children aged 12-23m or 15-26m or 18-29m depending on measles country's vaccination calendar,woman's education,secondary+,18.6,6.4,43
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,vfull,Percentage of children fully vaccinated with the four basic vaccines,Children aged 12-23m or 15-26m or 18-29m depending on measles country's vaccination calendar,woman's education (4 groups),none,10.6,1.7,868
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,vfull,Percentage of children fully vaccinated with the four basic vaccines,Children aged 12-23m or 15-26m or 18-29m depending on measles country's vaccination calendar,woman's education (4 groups),primary,15.0,4.1,182
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,vfull,Percentage of children fully vaccinated with the four basic vaccines,Children aged 12-23m or 15-26m or 18-29m depending on measles country's vaccination calendar,woman's education (4 groups),secondary,18.5,7.2,37
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,vfull,Percentage of children fully vaccinated with the four basic vaccines,Children aged 12-23m or 15-26m or 18-29m depending on measles country's vaccination calendar,woman's education (4 groups),higher,SS,SS,6
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,vfull24_35,Percentage of children fully vaccinated with the four basic vaccines,Children aged 24-35 months,area,urban,20.1,2.4,451
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,vfull24_35,Percentage of children fully vaccinated with the four basic vaccines,Children aged 24-35 months,area,rural,6.9,1.7,792
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,vfull24_35,Percentage of children fully vaccinated with the four basic vaccines,Children aged 24-35 months,national,all,11.5,1.5,1243
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,vfull24_35,Percentage of children fully vaccinated with the four basic vaccines,Children aged 24-35 months,sex,male,10.9,1.5,646
SOM,Somalia,2006,2006,MICS,Eastern & Southern Africa,vfull24_35,Percentage of children fully vaccinated with the four basic vaccines,Children aged 24-35 months,sex,female,12.2,2.2,597
